index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,latitude,longitude,geometry
6294,carat - centre d'aide et de réhabilitation pour alcooliques et toxicomanes,residential center or residential resource,Nursing and residential care facilities,Province of Québec,,460,rue principale,J0J1X0,sainte-brigide-diberville,qc,"460, rue principale , sainte-brigide-d'iberville (québec) j0j 1x0",Sainte-Brigide-d'Iberville,2456105,24,45.32339515,-73.06551595,POINT (-73.06551595 45.32339515)
6295,carrefour pour elle,residential center or residential resource,Nursing and residential care facilities,Province of Québec,,,cartier,J4J5J4,longueuil,qc,"cp 21115 csp jacques cartier, longueuil, québec j4j 5j4",Longueuil,,24,,,
6296,catherine booth hospital,rehabilitation,Nursing and residential care facilities,Public Health Agency of Canada,,4375,montclair ave,H4B2J5,montréal,qc,4375 montclair ave. montréal qc h4b 2j5,Montréal,2466023,24,45.4638021,-73.6357376,POINT (-73.6357376 45.4638021)
6297,centre accalmie,residential center or residential resource,Nursing and residential care facilities,Province of Québec,,66,rue alexander,G0C1L0,pointe-à-la-croix,qc,"66, rue alexander, cp 9 , pointe-à-la-croix (québec) g0c 1l0",Pointe-à-la-Croix,2406030,24,48.017483,-66.679901,POINT (-66.679901 48.017483)
6298,centre administratif 3255 foucher,readaptation center,Nursing and residential care facilities,Province of Québec,,3255,rue foucher,G8Z1M6,trois-rivières,qc,"3255, rue foucher , trois-rivières (québec) g8z 1m6",,,24,,,
6299,centre administratif toupin,local community services centre (clsc),Ambulatory health care services,Province of Québec,,48,rue toupin,G8T3Y5,trois-rivières,qc,"48, rue toupin , trois-rivie?res (que?bec) g8t 3y5",Trois-Rivières,2437067,24,46.361556,-72.508223,POINT (-72.508223 46.361556)
6300,centre amaryllis,residential center or residential resource,Nursing and residential care facilities,Province of Québec,,1462,rue panet,H2L2Z3,montréal,qc,"1462, rue panet , montréal (québec) h2l 2z3",Montréal,2466023,24,45.5203092,-73.5581012,POINT (-73.5581012 45.5203092)
6301,centre augustinien (soeurs augustines),residential center or residential resource,Nursing and residential care facilities,Province of Québec,,80,avenue des hospitalières,G8L2Y3,dolbeau-mistassini,qc,"80, avenue des hospitalières , dolbeau-mistassini (québec) g8l 2y3",Dolbeau-Mistassini,2492022,24,48.887469,-72.241357,POINT (-72.241357 48.887469)
6302,centre caroline roy (le),residential center or residential resource,Nursing and residential care facilities,Province of Québec,,380,chemin du domaine,G0M1W0,saint-ludger,qc,"380, chemin du domaine , saint-ludger (québec) g0m 1w0",Saint-Ludger,2430072,24,45.7991945,-70.6500754,POINT (-70.6500754 45.7991945)
6303,centre champagneur (clercs de saint-viateur du canada),clinic or family medicine group,Ambulatory health care services,Province of Québec,,132,rue saint-charles-borromée nord,J6E4R2,joliette,qc,"132, rue saint-charles-borromée nord, cp 190 , joliette (québec) j6e 4r2",Joliette,2461025,24,46.02875,-73.437194,POINT (-73.437194 46.02875)
6304,"centre corps, âme et esprit",residential center or residential resource,Nursing and residential care facilities,Province of Québec,,595,chemin du sanctuaire,J1H0E1,sherbrooke,qc,"595, chemin du sanctuaire , sherbrooke (québec) j1h 0e1",Sherbrooke,2443027,24,45.446229,-71.886243,POINT (-71.886243 45.446229)
6305,centre d'accueil le programme de portage (admissions),readaptation center,Nursing and residential care facilities,Province of Québec,,1640,rue saint-antoine,H3J1A1,montréal,qc,"1640, rue saint-antoine , montréal (québec) h3j 1a1",Montréal,2466023,24,45.491888,-73.5748737,POINT (-73.5748737 45.491888)
6306,centre d'accueil le programme de portage (centre de services de l'ouest-de-l'île),readaptation center,Nursing and residential care facilities,Province of Québec,,7,avenue revcon,H9R4Z7,pointe-claire,qc,"7, avenue revcon , pointe-claire (québec) h9r 4z7",Pointe-Claire,2466097,24,45.4689965,-73.830702,POINT (-73.830702 45.4689965)
6307,centre d'accueil le programme de portage (lac écho),readaptation center,Nursing and residential care facilities,Province of Québec,,1790,chemin du lac-écho,J0R1T0,prévost,qc,"1790, chemin du lac-écho , prévost (québec) j0r 1t0",Prévost,2475040,24,45.879857,-74.012361,POINT (-74.012361 45.879857)
6308,centre d'accueil le programme de portage (saint-malachie),readaptation center,Nursing and residential care facilities,Province of Québec,,244,chemin de la montagne,G0R3N0,saint-malachie,qc,"244, chemin de la montagne , saint-malachie (québec) g0r 3n0",Saint-Malachie,2419025,24,46.493334,-70.709883,POINT (-70.709883 46.493334)
6309,centre d'accueil le programme de portage - centre résidentiel pour adolescents anglophones,readaptation center,Nursing and residential care facilities,Province of Québec,,1795,chemin du lac-écho,J0R1T0,prévost,qc,"1795, chemin du lac-écho , prévost (québec) j0r 1t0",Prévost,2475040,24,45.87947976,-74.01259492,POINT (-74.01259492 45.87947976)
6310,centre d'accueil le programme de portage inc.,readaptation center,Nursing and residential care facilities,Province of Québec,,865,place richmond,H3J1V8,montréal,qc,"865, place richmond , montréal (québec) h3j 1v8",Montréal,2466023,24,45.4918796,-73.5748715,POINT (-73.5748715 45.4918796)
6311,centre d'activites de jour hymus,readaptation center,Nursing and residential care facilities,Province of Québec,,325,boulevard hymus,H9R1G6,pointe-claire,qc,"325, boulevard hymus , pointe-claire (québec) h9r 1g6",Pointe-Claire,2466097,24,45.4542304,-73.8366624,POINT (-73.8366624 45.4542304)
6312,centre d'activites de jour saint-patrick,readaptation center,Nursing and residential care facilities,Province of Québec,,2475,rue saint-patrick,H3K1B3,montréal,qc,"2475, rue saint-patrick , montréal (québec) h3k 1b3",Montréal,2466023,24,45.4814176,-73.5723254,POINT (-73.5723254 45.4814176)
6313,centre d'activité de jour ontario,readaptation center,Nursing and residential care facilities,Province of Québec,,4532,rue ontario est,H1V1K7,montréal,qc,"4532, rue ontario est , montréal (québec) h1v 1k7",Montréal,2466023,24,45.5546743,-73.5402382,POINT (-73.5402382 45.5546743)
6314,centre d'activités de jour (amqui) /centre multiservices d'amqui,readaptation center,Nursing and residential care facilities,Province of Québec,,25,avenue du parc,G5J2L4,amqui,qc,"25, avenue du parc , amqui (québec) g5j 2l4",Amqui,2407047,24,48.46381,-67.43438,POINT (-67.43438 48.46381)
6315,centre d'activités de jour alternative,readaptation center,Nursing and residential care facilities,Province of Québec,,16661,boulevard hymus,H9H4R9,kirkland,qc,"16661, boulevard hymus , kirkland (québec) h9h 4r9",Kirkland,2466102,24,45.4503025,-73.8455599,POINT (-73.8455599 45.4503025)
6316,centre d'activités de jour anse-saint-jean,readaptation center,Nursing and residential care facilities,Province of Québec,,17-a,rue saint-jean-baptiste,G0V1J0,lanse-saint-jean,qc,"17-a, rue saint-jean-baptiste , l'anse-saint-jean (québec) g0v 1j0",L'Anse-Saint-Jean,2494210,24,48.19805507,-70.24309705,POINT (-70.24309705 48.19805507)
6317,centre d'activités de jour cartier,readaptation center,Nursing and residential care facilities,Province of Québec,,147,avenue cartier,H9S4R9,pointe-claire,qc,"147, avenue cartier , pointe-claire (québec) h9s 4r9",Pointe-Claire,2466097,24,45.4377521,-73.8285067,POINT (-73.8285067 45.4377521)
6318,centre d'activités de jour de dixville (centre de réadaptation pour les personnes présentant une déficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of Québec,,350,rue saint-alexandre,J0B1P0,dixville,qc,"350, rue saint-alexandre , dixville (québec) j0b 1p0",Dixville,2444023,24,45.06723,-71.770996,POINT (-71.770996 45.06723)
6319,centre d'activités de jour de la 17e avenue (accredited),readaptation center,Nursing and residential care facilities,Province of Québec,,7701,17e avenue,H2A2S4,montréal,qc,"7701, 17e avenue (montréal) , montréal (québec) h2a 2s4",Montréal,2466023,24,45.5661192,-73.603678,POINT (-73.603678 45.5661192)
6320,centre d'activités de jour de magog (centre de réadaptation pour les personnes présentant une déficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of Québec,,1525,rue principale est,J1X1Z8,magog,qc,"1525, rue principale est , magog (québec) j1x 1z8",Magog,2445072,24,45.262351,-72.125046,POINT (-72.125046 45.262351)
6321,centre d'activités de jour de mansonville (centre de réadaptation pour les personnes présentant une déficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of Québec,,282,rue principale,J0E1X0,potton,qc,"282, rue principale , potton (québec) j0e 1x0",Potton,2445030,24,45.04869036,-72.39209036,POINT (-72.39209036 45.04869036)
6322,centre d'activités de jour de québec (francois-1er),readaptation center,Nursing and residential care facilities,Province of Québec,,1395,avenue françois-1er,G1L4L1,québec,qc,"1395, avenue françois-1er , québec (québec) g1l 4l1",Québec,2423027,24,46.82432,-71.2423,POINT (-71.2423 46.82432)
6323,centre d'activités de jour de sherbrooke - queen (crdi),readaptation center,Nursing and residential care facilities,Province of Québec,,36,rue queen,J1M1H9,sherbrooke,qc,"36, rue queen , sherbrooke (québec) j1m 1h9",Sherbrooke,2443027,24,45.359817,-71.857732,POINT (-71.857732 45.359817)
6324,centre d'activités de jour des ateliers,readaptation center,Nursing and residential care facilities,Province of Québec,,117,rue des ateliers,G5M1B5,rimouski,qc,"117, rue des ateliers , rimouski (québec) g5m 1b5",Rimouski,2410043,24,48.466756,-68.50612,POINT (-68.50612 48.466756)
6325,centre d'activités de jour du granit (centre de réadaptation pour les personnes présentant une déficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of Québec,,6435,rue notre-dame,G6B2M9,lac-mégantic,qc,"6435, rue notre-dame , lac-mégantic (québec) g6b 2m9",Lac-Mégantic,2430030,24,45.57091,-70.875354,POINT (-70.875354 45.57091)
6326,centre d'activités de jour du haut-saint-françois (centre de réadaptation pour les personnes présentant une déficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of Québec,,110,rue lafontaine,J0B1R0,east angus,qc,"110, rue lafontaine , east angus (québec) j0b 1r0",East Angus,2441060,24,45.488871,-71.654898,POINT (-71.654898 45.488871)
6327,centre d'activités de jour du val-saint-françois (centre de réadaptation pour les personnes présentant une déficience intellectuelle),readaptation center,Nursing and residential care facilities,Province of Québec,,56,rue saint-georges,J1S1J5,windsor,qc,"56, rue saint-georges, bureau 206 , windsor (québec) j1s 1j5",Windsor,2442088,24,45.570173,-72.002815,POINT (-72.002815 45.570173)
6328,centre d'activités de jour edouard-lavergne,readaptation center,Nursing and residential care facilities,Province of Québec,,390,rue arago ouest,G1K2J3,québec,qc,"390, rue arago ouest , québec (québec) g1k 2j3",Québec,2423027,24,46.80736,-71.2328,POINT (-71.2328 46.80736)
6329,centre d'activités de jour en déficience intellectuelle et en troubles du spectre de l'autisme de berthier-sur-mer,readaptation center,Nursing and residential care facilities,Province of Québec,,38,route de saint-françois,G0R1E0,berthier-sur-mer,qc,"38, route de saint-fançois , berthier-sur-mer (québec) g0r 1e0",Berthier-sur-Mer,2418065,24,46.922251,-70.728104,POINT (-70.728104 46.922251)
6330,centre d'activités de jour en déficience intellectuelle et en troubles du spectre de l'autisme de saint-flavien,readaptation center,Nursing and residential care facilities,Province of Québec,,2-a,rue roberge,G0S2M0,saint-flavien,qc,"2-a, rue roberge , saint-flavien (québec) g0s 2m0",Saint-Flavien,2433052,24,46.512359,-71.598309,POINT (-71.598309 46.512359)
6331,centre d'activités de jour en déficience intellectuelle et en troubles du spectre de l'autisme de saint-prosper,readaptation center,Nursing and residential care facilities,Province of Québec,,2574,40e rue,G0M1Y0,saint-prosper,qc,"2574, 40e rue , saint-prosper (québec) g0m 1y0",Saint-Prosper,2428020,24,46.21054765,-70.47315182,POINT (-70.47315182 46.21054765)
6332,centre d'activités de jour en déficience intellectuelle et en troubles du spectre de l'autisme de saint-romuald,readaptation center,Nursing and residential care facilities,Province of Québec,,260,rue de saint-romuald,G6W3H2,lévis,qc,"260, rue de saint-romuald, lévis (québec) g6w 3h2",Lévis,2425213,24,46.754993,-71.235608,POINT (-71.235608 46.754993)
6333,centre d'activités de jour en déficience intellectuelle et en troubles du spectre de l'autisme desjardins-est,readaptation center,Nursing and residential care facilities,Province of Québec,,7245,boulevard guillaume-couture,G6V7A3,lévis,qc,"7245, boulevard guillaume-couture , lévis (québec) g6v 7a3",Lévis,2425213,24,46.813996,-71.154185,POINT (-71.154185 46.813996)
6334,centre d'activités de jour en déficience intellectuelle et en troubles du spectre de l'autisme dumais-nord,readaptation center,Nursing and residential care facilities,Province of Québec,,31,rue dumais nord,G6G3R2,thetford mines,qc,"31, rue dumais nord , thetford mines (québec) g6g 3r2",Thetford Mines,2431084,24,46.090417,-71.301067,POINT (-71.301067 46.090417)
6335,centre d'activités de jour en déficience intellectuelle et en troubles du spectre de l'autisme notre-dame,readaptation center,Nursing and residential care facilities,Province of Québec,,1923,rue notre-dame est,G6G2V8,thetford mines,qc,"1923, rue notre-dame est , thetford mines (québec) g6g 2v8",Thetford Mines,2431084,24,46.111888,-71.273276,POINT (-71.273276 46.111888)
6336,centre d'activités de jour en déficience intellectuelle et en troubles du spectre de l'autisme plaza,readaptation center,Nursing and residential care facilities,Province of Québec,,15430,boulevard lacroix,G5Y1R7,saint-georges,qc,"15430, boulevard lacroix , saint-georges (québec) g5y 1r7",Saint-Georges,2429073,24,46.105308,-70.654428,POINT (-70.654428 46.105308)
6337,centre d'activités de jour et services externes de saint-georges (25e avenue),readaptation center,Nursing and residential care facilities,Province of Québec,,12525,25e avenue,G5Y5N6,saint-georges,qc,"12525, 25e avenue , saint-georges (québec) g5y 5n6",Saint-Georges,2429073,24,46.128794,-70.653941,POINT (-70.653941 46.128794)
6338,centre d'activités de jour f.x.-bouchard,readaptation center,Nursing and residential care facilities,Province of Québec,,485,rue fx bouchard,G8H1K2,roberval,qc,"485, rue f.x. bouchard , roberval (québec) g8h 1k2",Roberval,2491025,24,48.51481,-72.229169,POINT (-72.229169 48.51481)
6339,centre d'activités de jour gauthier,readaptation center,Nursing and residential care facilities,Province of Québec,,152,rue gauthier o,G8B2H3,alma,qc,"152, rue gauthier o , alma (québec) g8b 2h3",Alma,2493042,24,48.540419,-71.649594,POINT (-71.649594 48.540419)
6340,centre d'activités de jour lausanne (rimouski 1),readaptation center,Nursing and residential care facilities,Province of Québec,,555,rue de lausanne,G5L4A7,rimouski,qc,"555, rue de lausanne , rimouski (québec) g5l 4a7",Rimouski,2410043,24,48.4349384,-68.55870909,POINT (-68.55870909 48.4349384)
6341,centre d'activités de jour louis-hémon,readaptation center,Nursing and residential care facilities,Province of Québec,,121,avenue louis-hémon,G8L6H5,dolbeau-mistassini,qc,"121, avenue louis-hémon , dolbeau-mistassini (québec) g8l 6h5",Dolbeau-Mistassini,2492022,24,48.888295,-72.202796,POINT (-72.202796 48.888295)
